username,replied_to_username,location,verified,created_at,text
Cantguardzach, , ,False,2018-10-22 23:59:07+00:00,"In a conference with Steph Curry, Kevin Durant, Lebron James, Anthony Davis, Chris Paul, James Harden, Russell Westbrook, Paul George &amp; Damian Lillard

The Nuggets are the #1 seed"
username9217, , ,False,2018-10-22 23:55:47+00:00,"If Russell Westbrook and LeBron James are on the same team and Bron runs point, and Russ is the second option, thatd be the best spot for the dude."
ColombianBoii11,42TDs, ,False,2018-10-22 23:51:25+00:00,@42TDs Kawhi is an elite offensive player and at the same time an elite defender. He doesn’t become a liability. You’re trying to compare Westbrick to the 2x DPOTY and 3x All-defensive first team LMAOO. Not to mention finals MVP against Miami Lebron. Just stop.
jayXedward, , ,False,2018-10-22 23:40:57+00:00,Josh Hart game reminds me of Russell Westbrook
fantasybballbot, , ,False,2018-10-22 23:31:44+00:00,"team with John wall, chris paul, Tim duncan, Russell westbrook, and puss n boots"
JLCauvin, ,Manhattan,False,2018-10-22 23:10:31+00:00,"Daredevil: LeBron
Daredevil season 3: 2016 LeBron 
Luke Cage: Tristan Thompson
Jessica Jones: Kyle Korver
Iron Fist: JR Smith
The Punisher: Russell Westbrook losing to the Jazz with 60 points on 77 attempts 

Please stop trying to act like #Daredevil isn't 100 levels better"
kimboslice021,LondinoHoops, ,False,2018-10-22 23:09:14+00:00,@LondinoHoops @IsaiahRico Soo a top draft pick has a somewhat decent gam and all a sudden Russell Westbrook is trash and it’s only his fault the the 11 players in his team are complete and utter ass?
_NBAEverything, , ,False,2018-10-22 22:27:52+00:00,"Most slandered players on Twitter
Carmelo Anthony
Russell Westbrook
Kevin Durant
James Harden 
Derrick Rose 
Ben Simmons
Markelle Fultz
Andrew Wiggins
DeMarcus Cousins"
MayeslovesTebow,CaraRice107, ,False,2018-10-22 22:17:42+00:00,@CaraRice107 #bangorbust with another Thunder loss even though  Russell Westbrook returned to play It's time for every Monday to be officially named Un-retire Collison Monday
burning__J,jordanfarley32, ,False,2018-10-22 22:12:33+00:00,"@jordanfarley32 I'm not saying he sucks, he is just extremely overrated. People want to put him in a group with kyrie irving and russell westbrook, and he's not even at KAT's level. He's more of an al horford"
mikegrib8,fylo16, ,False,2018-10-22 22:09:10+00:00,"@fylo16 Russell Westbrook shot 30.5% on threes in his first 5 season on 2.5 attempts per 36 minutes. John Wall shot 30.5% his first 5 seasons also, 2.1 attempts per 36. D.Rose 2.4 attempts 31% threes his first 4 seasons"
IsaiahRico,LondinoHoops, ,False,2018-10-22 21:35:01+00:00,@LondinoHoops @kimboslice021 Hahah I hate when pat talk about Russell Westbrook he talk about him so much i literally hate Russ now 😂😂
TylerOSU,RHCP1978, ,False,2018-10-22 21:20:43+00:00,"@RHCP1978 @news_rhcp NBA doesn’t stand for its fans, especially those close to the floor to flip the bird and curse. I remember last year I believe it was that a no name fan got kicked out for giving Russell Westbrook the bird."
calikid024,42TDs, ,False,2018-10-22 20:43:39+00:00,@42TDs Russell Westbrook is a very good player but his play versus Utah in the playoffs said different
alyssaneilson, , ,False,2018-10-22 20:13:00+00:00,Can I please get the russell westbrook sneaking food courtside GIF
KawhiTheFunGuy,PlayoffKawhi, ,False,2018-10-22 20:12:33+00:00,@PlayoffKawhi @42TDs HOW DARE YOU COMPARE KAWHI WITH FIRST ROUND EXITER AGAINST A ROOKIE ? KAWHI IS TOP 4 WHILE WESTBRICK IS BARELY TOP 10.
TygressKat,SFY, ,False,2018-10-22 20:07:50+00:00,"Russell Westbrook,  is still a one man show. They will finish like they have since Durant left. Make the playoffs and will go no further than 1st or 2nd round. This will be the case, until he gets it. @SFY @russwest44 @okcthunder @ESPNNBA @NBAonTNT"
OchandoSports, , ,False,2018-10-22 20:00:08+00:00,"#Kings won over #OKCThunder 131-120.
Iman #Shumpert scored 26pts for Sacramento.
In his return from an inflammation in his right knee, Russell #Westbrook had 32pts, 12reb &amp; 8ast despite of it, the Thunder dropped to 0-3 for the first time since 2008-09 season."
GQbacc,T23Emm, ,False,2018-10-22 19:45:37+00:00,"@T23Emm @ShowtimeBron23 @ESPNNBA Dude you’re dumb af, you’re trying to argue about Russell Westbrook triple doubles and Lebron’s. Lebron leads a team to finals every year and literally WINS playoff games and always a contender HIMSELF BASICALLY. Russell lost to a fucking rookie last year"
btsmendeskobe,MzNurseBee14, ,False,2018-10-22 19:42:00+00:00,@MzNurseBee14 @lebumwillsuffer @LebronIsntTop10 @Rachel__Nichols Did y'all peep at that cancer WestBRICK losing to the trash ass Kings last night?! LMAOOOO. What a loser 😂😂😂😂
linnychoos, , ,False,2018-10-22 19:37:49+00:00,my favorite videos on the internet right now is Takeoff djing &amp; Russell Westbrook courtside sneaking a bite of food 😭
Mavuss_0, , ,False,2018-10-22 19:27:18+00:00,"Russell Westbrook is talented, but he’s a FRAUD!! Dude only cares about his stats 🤦🏽‍♂️"
Marsh2525, , ,False,2018-10-22 18:58:03+00:00,John Wall &gt;&gt;&gt;&gt; Russell Westbrook.... meaning I would rather have Wall on my team any day..... don’t @ me
Freshletsgoboyy, , ,False,2018-10-22 18:54:54+00:00,"MVP Candidates 
Anthony Davis 
Kevin Durant
Giannis Antetokounmpo 
Kawhi Leonard 
LeBron James 
James Harden
Russell Westbrook
Stephen Curry
Kyrie Irving"
CooperHalpern,ZachLowe_NBA, ,False,2018-10-22 18:52:17+00:00,@ZachLowe_NBA Russell Westbrook @ZenGeeks #picante
LiveSlowDyeFast, , ,False,2018-10-22 18:45:24+00:00,"Russell Westbrook drip so far this season is unmatched.
#Brody"
venusflytrxp, , ,False,2018-10-22 18:40:05+00:00,Russell Westbrook is a funny ass nigga
MicahAdams13, , ,True,2018-10-22 18:38:18+00:00,"At least 35 points and 10 assists for 1st time in career...
- Steve Nash: 718th game
- Kobe Bryant: 442nd game
- James Harden: 221st game
- Russell Westbrook: 210th game
- Stephen Curry: 51st game
- Michael Jordan: 30th game
- Trae Young: 3rd game"
ElectricMidnite,LeroyHenry17, ,False,2018-10-22 18:29:53+00:00,@LeroyHenry17 @RealSkipBayless Don't forget westbrick
Cris_Haley, , ,False,2018-10-22 18:15:59+00:00,As much as i love Russell Westbrook as a player that nigga does not make anyone around him better
andrewdavid201,aaronsechrist4, ,False,2018-10-22 18:08:45+00:00,@aaronsechrist4 They lost to the warriors by 8 without him and lost by 11 to the kings with him he can’t make the team win. If they didn’t have him they could still make the playoffs this year. Kd would have 2 rings if it wasn’t for westbrick just jacking up shots late game
dan_wilson4, , ,False,2018-10-22 18:08:18+00:00,"Once upon a time, Kevin Durant was the nicest, most likable player in the NBA and Russell Westbrook was underrated."
gcurvey,ColinCowherd,Seattle,False,2018-10-22 18:02:06+00:00,@ColinCowherd @TheHerd Colin PLEASE stop the Russell Westbrook bashing on your program!! ENOUGH IS ENOUGH!! Invite Russ on your program Colin. STOP THE BASHING OF RUSS ON YOUR SHOW. THANKS! @russwest44 @JoyTaylorTalks @DaTrillStak5
FishWhisperer67,lil_buts, ,False,2018-10-22 17:47:41+00:00,@lil_buts I’m thinking the day Russell Westbrook joined the team. But I can’t remember if he was in Seattle or not. Either way could work. 😎
DTalleyLive,Albabycakes, ,False,2018-10-22 17:40:11+00:00,"@Albabycakes So the overall lesson here is Russell Westbrook gets a lot of points, rebounds, and assists in games okc loses...AND in games they win."
2Peas_InAShad, , ,False,2018-10-22 17:28:19+00:00,"You know what I don’t think we talk about enough, Russell Westbrook averaging a triple double in back to back seasons...like that’s insane to even think of"
fantasybballbot, , ,False,2018-10-22 17:01:45+00:00,"team with shrek, Russell westbrook, lebron jordan, kyrie irving, and jason Voorhes"
ChrizBeats,Mars_Young, ,False,2018-10-22 16:52:45+00:00,@Mars_Young Russell Westbrook is not a POINT GAURD don’t do that lmaoooooo
mitchsanity, , ,False,2018-10-22 16:30:20+00:00,"OKC couldn't do it with Russell Westbrook, Paul George and Carmelo Anthony in the same line up,now with one gone they'll be worse #NBA"
janellerose_, , ,False,2018-10-22 16:24:58+00:00,These Russell Westbrook memes be having me dead
lil_buts,corvallisfood, ,False,2018-10-22 16:19:33+00:00,@corvallisfood I LOVE RUSSELL WESTBROOK and I’m not ashamed!!!
alexbarahona17, , ,False,2018-10-22 16:00:51+00:00,"#NBA2018-19 oct 21
Sacramento 131-120 Oklahoma City    
Iman Shumpert 26 Pts    Russell Westbrook 32 Pts"
MicahAdams13, , ,True,2018-10-22 15:55:44+00:00,"Most Games with 50 Combined Pts + Reb + Ast in a Loss
Last 3 Seasons

29 - Russell Westbrook
28 - 
27 - 
26 - 
25 - 
24 - 
23 - 
22 -
21 -
20 -
19 -
18 -
17 -
16 - Anthony Davis, James Harden
15 -
14 -
13 - DeMarcus Cousins"
fappenstance,talkhoops,Philadelphia,False,2018-10-22 15:51:44+00:00,@talkhoops Russell Westbrook looking haggard these days smh
CantuNBA,Jacob__NBA, ,False,2018-10-22 15:51:05+00:00,@Jacob__NBA @GucciHaden Russell Westbrook is not even a Top 5 player lmao
BigShotBryan, , ,False,2018-10-22 15:49:20+00:00,"Serious question folks, what does Russell Westbrook do at an ELITE level?"
Korbett_Koselak, , ,False,2018-10-22 15:33:16+00:00,Has a player as good as Russell Westbrook ever so minimally affected the players around him?
Kenny_4597, , ,False,2018-10-22 14:56:19+00:00,If shorty don’t hustle like Russell Westbrook I don’t want her 🚮 I hate a lazy bitch
bergWORLDPEACE, , ,False,2018-10-22 14:43:33+00:00,That Russell Westbrook gif is a top 5 of all time
davidgillespie, , ,False,2018-10-22 14:25:30+00:00,"“Westbrook returns, scores 32 in loss” is the most Russell Westbrook headline imaginable."
CaneingTatum,itsharvin, ,False,2018-10-22 14:23:12+00:00,@itsharvin How about our boy fox... westbrick’s daddy
brettregan, , ,False,2018-10-22 14:20:02+00:00,"B’s NBA Stat Stuffer of the Night: Thunder PG Russell Westbrook. He had 32 points (13-23), 12 rebounds, 8 assists, L vs. SAC."
DonnieHardaway, , ,False,2018-10-22 14:05:29+00:00,Bro I could really go in on Westbrook Colin Herd is the only one that is honest about Russell all these other analysts be holdin back &amp; not tellin yall that he's not as good as his number portray
WannaBMovie, , ,False,2018-10-22 13:47:11+00:00,"Stat Lines of The Night 

Trey Young: 35-11-2 W

Russell Westbrook: 32-12-8 L

James Harden: 31-14-4 L

Nikola Jokic: 23-11-6 W

#TrueToAtlanta #MileHighBasketball #Rockets #ThunderUp #NBATwitter"
sfbigmike, , ,False,2018-10-22 13:34:00+00:00,Peep the Russell Westbrook interview and count how many times he said “I”
yattgochan,CeeCerm, ,False,2018-10-22 13:22:42+00:00,@CeeCerm I just really don’t like Russell Westbrick lol
fantasybballbot, , ,False,2018-10-22 13:21:41+00:00,"team with lebron james, Damian Bates, Tim duncan, Russell westbrook, and  Carmelo Anthony"
ClutchLBJ, , ,False,2018-10-22 13:06:48+00:00,LeBron James and Russell Westbrook get so much hate for no reason it’s insane.
AlexJohnsonTM, , ,False,2018-10-22 12:33:50+00:00,"Trae Young gets 30 points and 10 ast. WHAT A GREAT GAME!!! Russell Westbrook gets 30 points and 10 assist, STAT PADDER BOOOOOOOO. Y’all are dumb"
The1stAhmedBaba,FirstTake, ,False,2018-10-22 12:26:28+00:00,@FirstTake If Russell Westbrook knew that he would only get suspended 2 or 3 games for punching niggas he would’ve busted KD’s nose 2 seasons ago
SadCuDaTeK,russwestdagoat, ,False,2018-10-22 12:00:43+00:00,@russwestdagoat @jackfrank_jjf Will Russell Westbrook make conference finals ever again?
NBAMilestoneFan, , ,False,2018-10-22 11:55:02+00:00,Russell Westbrook (OKC) is 15 pts away from moving up to 88 on the All-Time Scoring List
Muzik_Man24,LALeBron23, ,False,2018-10-22 11:47:18+00:00,@LALeBron23 1. Kyrie Irving 2. Russell Westbrook 3. Joel Embiid 4. Jimmy Butler 5. DeMarcus Cousins
cpawithakda,ZachLowe_NBA, ,False,2018-10-22 11:43:24+00:00,@ZachLowe_NBA Russell Westbrook
alxcann,ahummvd, ,False,2018-10-22 11:43:00+00:00,@ahummvd is that Russell Westbrook
fantasybballbot, , ,False,2018-10-22 11:41:44+00:00,"team with derrick rose, jahlil okafor, Russell westbrook, eminem, and Dwight Howard"
Lucaslabordage,leoneox13, ,False,2018-10-22 11:41:38+00:00,@leoneox13 Russell Westbrook mvp
Invalei, , ,False,2018-10-22 11:25:09+00:00,Lebron James is the only other play that is even close to getting as much as hate as Russell Westbrook. 90% of the basketball world is hoping the thunder lose just to bash Westbrook
Invalei, , ,False,2018-10-22 11:16:09+00:00,Russell Westbrook could drop 85 points 27 assists and 28 rebounds and if he lost people would still say he was “just chasing a triple double”
fantasybballbot, , ,False,2018-10-22 11:11:37+00:00,"team with Kevin love, Gavin young, Russell westbrook, frank jones, and wade carnes"
Bgiardini95,SacramentoKings, ,False,2018-10-22 10:24:10+00:00,"@SacramentoKings (1-2) 131-120 @okcthunder (0-3) En el debut de Russell

#SacramentoProud 
Fox 22pts+10as
Shumpert 26pts

#ThunderUp 
Westbrook 32pts+12reb+8as
George 29pts
Adams (Siempre en mi equipo) 10pts+14reb"
Suidix, , ,False,2018-10-22 09:52:54+00:00,My energy level be on some Russell Westbrook type shit
jamesjrpuno, , ,False,2018-10-22 09:36:46+00:00,"opinion for the OKC Thunder⚡️: 
•Russell Westbrook is not a stat padder. 
•Paul George is damn underrated."
jcunninghamiii, , ,False,2018-10-29 23:01:58+00:00,"Guards
1. James Harden
2. Steph Curry
3. Ben Simmons
4. Russell Westbrook
5. Dame Lillard 
6. Kyrie Irving
7. John Wall
8. Kemba Walker
9. Chris Paul
10. Jrue Holiday
11. Donovan Mitchell
12. Victor Oladipo"
jcunninghamiii, , ,False,2018-10-29 23:01:30+00:00,"2ND TEAM
F - Kahwai Leonard             
F - Giannis Antetenkumpo
C - Joel Embiid
G - Ben Simmons
G - Kyrie Irving

3RD TEAM
F - Jimmy Butler
F - Demar Derozan 
C - Nikola Jokic 
G - Victor Oladipo
G - Russell Westbrook"
fantasybballbot, , ,False,2018-10-29 22:51:33+00:00,"team with max burton, Russell westbrook, Gavin young, Mr.crabs, and ross teeter"
nationalbsk, , ,False,2018-10-29 22:48:49+00:00,"NBA 2 team 予想...Russell Westbrook, James Harden, Carmelo Anthony, LaMarcus Nurae Aldridge, Tim Duncan"
MoKhxn,Adlergebra, ,False,2018-10-29 21:48:41+00:00,"@Adlergebra I’m taking Lonzo over Steph, Westbrick and  Lillard anyday 😂"
ajnowack,IannR3, ,False,2018-10-29 21:44:10+00:00,@IannR3 Russell Westbrick
victoriafredxo, , ,False,2018-10-29 21:42:20+00:00,That video of Russell Westbrook gets me everytime 🤣
Reefism,KamBrothers, ,False,2018-10-29 21:24:16+00:00,@KamBrothers @VeniceMase Larry Bird vs LeBron; Russell Westbrook vs Gary Payton; Kevin Durant vs George Gervin; Hagler vs Hopkins; Chavez vs Floyd!
Darrows_Tweets,dharris_98, ,False,2018-10-29 21:21:26+00:00,"@dharris_98 @ThunderChats That is correct. Westbrick does not have the efficiency to be on this list. He's a horrible shooter from everywhere, overrated at the rim, and in general has bad IQ. At least Embiid eats vs most teams in the mid-range and post"
Damewilson9, , ,False,2018-10-29 21:20:14+00:00,Russell Westbrook is easily a top 10 point guard of all time lmao. People are trippin
KapishNBA, , ,False,2018-10-29 21:19:56+00:00,"Lue played for the Wizards in the early 00s and knows how to handle a complex locker room (relatively speaking) with superstars.

Scott Brooks developed Russell Westbrook. Who does fully topped out Collin Sexton remind people of? Russell Westbrook."
nba_lord, , ,False,2018-10-29 21:10:19+00:00,"Sunday’s top #NBA performers: #Warriors SF Kevin Durant (34 pts, 8 reb, &amp; 6 ast). #UtahJazz C Rudy Gobert (23 pts, 16 reb, &amp; 3 blk). #Thunder PG Russell Westbrook (23 pts, 9 reb, &amp; 7 ast). #Clippers PF Tobias Harris (22 pts &amp; 11 reb)."
PlayoffJayTatum,PlayoffKelle, ,False,2018-10-29 21:01:33+00:00,@PlayoffKelle @PrimeFournette he played for like 20min and they won by over 20. Hes being the team player westbrick should be.
KyleAMadson,bansky, ,True,2018-10-29 20:47:49+00:00,@bansky Kevin Durant had to play next to Russell Westbrook.
toasted_coconut, , ,False,2018-10-29 20:27:03+00:00,I have a female coworker who looks like Russell Westbrook and I feel so bad for thinking this every time I see her.
Baetzzz, ,Tonkawa,False,2018-10-29 20:24:56+00:00,Aww the one thing I hate about NBA season.. listening to Jim Traber trash the Thunder &amp; Russell Westbrook  everyday during the season on the THUNDER SPORTS NETWORK.
fantasybballbot, , ,False,2018-10-29 20:11:39+00:00,"team with Russell westbrook, puss n boots, michael james, justin riley, and Kevin love"
iketaurus,SmilinContender, ,False,2018-10-29 19:57:03+00:00,"@SmilinContender let me know if you agree with this analogy. I think it's spot on, Russell Westbrook = An athletic Antoine Walker."
justchenna,_KxnggK, ,False,2018-10-29 19:49:48+00:00,@_KxnggK Russell westbrook is an MVP...
ILoveBasket89, , ,False,2018-10-29 19:45:52+00:00,"Mi top 5 de bases:

1- Stephen Curry
2- Kyrie Irving
3- Damian Lillard
4- Russell Westbrook
5- Chris Paul"
justchenna,_KxnggK, ,False,2018-10-29 19:45:39+00:00,"@_KxnggK Russell Westbrook, what about him?????"
MikeSGallagher, , ,True,2018-10-29 19:45:26+00:00,"#SmallSampleSize, but OKC has a 65.9 offensive rating in 17 minutes with Russell Westbrook on the court and Paul George off. PG and Russ have a 110.2 O rating in 81 minutes together. OKC is dead last in O rating on the year (99.6)."
ryanhayes23, , ,False,2018-10-29 19:27:42+00:00,"The biggest mistake the thunder have made in the last 10 years was keeping Russell Westbrook instead of Victor Oladipo. One guy is a top 20 player in the NBA (Oladipo), the other isn’t."
kylecohenNBA, , ,False,2018-10-29 19:23:19+00:00,#Thunder superstar PG-SG Russell Westbrook (shoulder) played yesterday.
SeminolePeej, , ,False,2018-10-29 19:12:27+00:00,Going to see Russell Westbrook play Thursday night. #GoHornets
Pjmasi123Masi,kwesesports, ,False,2018-10-29 19:05:48+00:00,@kwesesports Russell Westbrook will be ok. The OKC miss Roberson so bad. People are so blind abt his value but this year I believe OKC is the dark horse in the West.
cpfb15,ShutUpAndrosky, ,False,2018-10-29 19:00:53+00:00,"@ShutUpAndrosky “Russell Westbrook, a player NOBODY wants to play with” —a salty Laker fan 😂😂"
carloscrf3,NBAspain, ,False,2018-10-29 18:54:47+00:00,"@NBAspain 1-Kirye Irving, 2-Russell Westbrook, 3-Lebron James, 4-Antony Davis, 5-Joel Embid."
OrangeHighPE,PathwaysPE, ,False,2018-10-29 18:44:30+00:00,"Shoutout to Maria McMullin, Russell Westbrook, Ty Nelson, and Tara Raggett for the awesome, active prof development today! Got some great ideas for activities! Orange County’s elementary pe teachers have it going on! @PathwaysPE @CameronParkEle1 @ECGlobalElem @Central_ElemE4E"
okcthundergal, , ,False,2018-10-29 18:16:46+00:00,"You lost me at: I’m a Russell Westbrook fan, BUT....

There are no ‘buts’ in my eyes, you either are or you aren’t and if you aren’t well then piss on ya 😝"
GeminiHoopz, , ,False,2018-10-29 18:12:15+00:00,"Top 5 all time
PG)Magic, Big O, Zeke, Westbrook, Curry
SG) Jordan, Kobe, Wade,West, Iverson
SF) Lebron,Durant,Bird,Dr.J,Baylor
PF) Duncan, Garnett, Nowitzki, Malone, Barkley 
C) Kareem, Olajuwon, Shaq, Chamberlain, Russell"
Shotgun_Ferg, , ,False,2018-10-29 18:07:40+00:00,Prime example: Russell Westbrook stat padding ass
LaZii_K,81wrId, ,False,2018-10-29 18:02:19+00:00,@81wrId @BrandIngramSZN Westbrick
saulreyna44, , ,False,2018-10-29 17:43:25+00:00,I’d take a charge from Russell Westbrook 😛
Power2TheSmarks,ShooterMcGavin_, ,False,2018-10-29 17:43:23+00:00,@ShooterMcGavin_ I need the OOOOOLLLLLD Russell Westbrook @AEPodcast
Mike5754, ,Austin,True,2018-10-29 17:37:37+00:00,Trae Young (89.6) is still 2nd in touches per game. Russell Westbrook leads with 90.7 #NBAtwitter
king_hac,beastman1477, ,False,2018-10-29 16:53:11+00:00,@beastman1477 @MikeHunt150 @BleacherReport Then Russell Westbrook would actually be the best PG in the league 😭
Roskos_, ,Plano,False,2018-10-29 16:49:18+00:00,its impossible to have pg and russell westbrook on the same team and be doing this bad literally impossible which is how you know the coaching in okc is 🚮
CameronDeMitri, , ,False,2018-10-29 16:41:41+00:00,"I need my partner in life to have the style of Russell Westbrook, thanks in advance"
les6emeshommes, , ,False,2018-10-29 16:37:59+00:00,"1⃣ Kareem Abdul-Jabbar / Bucks 🦌
2⃣ Bill Russell / Hawks 🦅
3⃣ Michael Jordan / Bulls 🐂
4⃣ Russell Westbrook / Sonics 🌧️
5⃣ Scottie Pippen / Sonics 🌧️"
christianhou2,KingOfChina00, ,False,2018-10-29 16:37:41+00:00,@KingOfChina00 Rondo &gt; Westbrick
Jhickness9, , ,False,2018-10-29 16:24:33+00:00,Russell Westbrook moved into 250th place on the all time rebounds list last night.
Jhickness9, , ,False,2018-10-29 16:16:38+00:00,I remember when Russell Westbrook was automatic at the free throw line and OKC as a team rarely ever missed. Good days
BenStinar, , ,True,2018-10-29 16:01:46+00:00,"We are living in an alternate NBA universe: 

Nikola Vucevic is shooting 77.8% from 3. 

Klay Thompson is shooting 13.9% from 3. 

DeAndre Jordan is shooting 86.7% from the free throw line. 

Russell Westbrook is shooting 57.7% from the free throw line."
Rainmaster99, , ,False,2018-10-29 15:38:21+00:00,Wow Russell Westbrook is my king
PeakBrodie, , ,False,2018-10-29 15:28:23+00:00,"Top 10 PGs so far this season:

1. Steph Curry
2. Kyle Lowry
3. Damian Lillard
4. Kemba Walker
5. Ben Simmons
6. Chris Paul
7. Russell Westbrook
8. John Wall
9. D’Aaron Fox
10. Goran Dragic"
bayless_ebooks, , ,False,2018-10-29 14:56:42+00:00,"Russell Westbrook will last coaching LeBron, another…."
BABYMAXXX, , ,False,2018-10-29 14:34:32+00:00,Russell Westbrook is back
NBAquickreport, , ,False,2018-10-29 14:31:09+00:00,"Last nights stats recap 🏀

KD: 34p / 8r / 6a
Curry: 35p / 7r
Russell: 25p / 6r / 6a
LeVert: 23p / 7a
Gobert: 23p / 16r / 3b
Jordan: 12p / 19r / 9a
Noel: 20p / 15r / 4s
Westbrook: 23p / 9r / 7a / 4s
Harris: 22p / 11r"
JoseTableESPN, ,West Haven,False,2018-10-29 14:01:08+00:00,Seems like the Phoenix Suns are that one team that will present you with your first win of the season. Russell WestBrook &amp; Paul George danced all over them for their first #NBA win of the season #ThunderUp
SergioR59880804,rafaelTGR2K, ,False,2018-10-29 13:55:28+00:00,@rafaelTGR2K Russell Westbrook y Kyrie Irving
brycemic23,Ericthomasbtc, ,False,2018-10-29 13:50:36+00:00,@Ericthomasbtc You owe you and Russell Westbrook theory 2.0 💯
NBAMilestoneFan, , ,False,2018-10-29 13:10:04+00:00,Russell Westbrook (OKC) is 1 pts away from moving up to 87 on the All-Time Scoring List
WannaBeCritic88, , ,False,2018-10-29 12:47:18+00:00,"Ballers of The Night

Kevin Durant: 34-8-6 W

Steph Curry: 35-7-3 W

Russell Westbrook: 23-9-7 W

Rudy Gobert: 23-16-3BLK W

#NBATwitter #DubNation #ThunderUp #TeamIsEverything"
MFiliatraut,SamWebb77,Michigan,False,2018-10-29 12:25:27+00:00,@SamWebb77 Brian Westbrook not Russell
Rolls_Royce24,SamWebb77,Baltimore,False,2018-10-29 12:21:53+00:00,@SamWebb77 his name is Russell WILSON!! That’s like 5 times you’ve said Westbrook
fantasybballbot, , ,False,2018-10-29 12:11:53+00:00,"team with spider-man, Russell westbrook, shrek, Vegeta, and Mario"
DedraMMoody2,russwest44, ,False,2018-10-29 12:08:09+00:00,@russwest44 @Yg_Trece @JeramiGrant Russell Westbrook you r the next best thing to Michael Jordan. Keep being a great leader and remember keep having fun.👍👍
thejoshuadodd,JessiStone, ,False,2018-10-29 11:47:28+00:00,"@JessiStone @steelyonsports @AndrewGilmanOK @Eddie_Rado Russell Westbrook wall into the arena dresses as and walking like The Rock (or) Russ, PG, Grant, 2 Pat, and Schroeder come as NWA"
fantasybballbot, , ,False,2018-10-29 11:31:54+00:00,"team with kyrie irving, jahlil okafor, Russell westbrook, blake griffin, and jerry west"
fantasybballbot, , ,False,2018-10-29 10:52:29+00:00,"team with puss n boots, Russell westbrook, Deandre jordan, Garfield, and Mario"
fantasybballbot, , ,False,2018-10-29 10:21:34+00:00,"team with jerry lucas, James Harden, Garfield, Russell westbrook, and lebron jordan"
jt_ballerNZ, , ,False,2018-10-29 07:26:38+00:00,"Tried to watch the OKC Thunder. I got 5 minutes into the game and had to turn that shit off.

I fucking loathe Russell Westbrook. Worst and most hollow MVP winner since Malone.

I did enjoy Ayton in that 5 mins but had to duly oblige myself with some Doncic and the Jazz"
DayDreamThis,Leanman74, ,False,2018-10-29 07:23:08+00:00,"@Leanman74 oh no, that's Russell Westbrook petty."
Hoop_Scoop_Blog, , ,False,2018-10-29 06:44:14+00:00,"Russell Westbrook and Paul George both led the way for the Thunder with 23 points apiece, Nerlens Noel corrals up 20 points and 15 rebounds,..."
sanbasket, , ,False,2018-10-29 06:44:02+00:00,"Destacados #nba 
(Puntos/rebotes/asistencias)

Curry 35-7
Durant 34-8-6
Smith Jr 27
Russell 25-6-6
Gobert 23-16
Westbrook 23-9-7
George 23-4-5
LeVert 23-3-7
T.Harris 22-11
Noel 20-15"
SKIPTWEETBOT, , ,False,2018-10-29 05:51:34+00:00,"Kyle Anderson's knee is at half, running style is starting to Russell Westbrook for LeBron, Jordan made me sick BakerMayfield"
SirCharlesGreer,TheKmac_, ,False,2018-10-29 05:22:09+00:00,@TheKmac_ @cire500 Russell Westbrook? 100% top 10. At least lol.  Top 5 for me
fantasybballbot, , ,False,2018-10-29 05:11:32+00:00,"team with kyrie irving, puss n boots, max burton, david west, and Russell westbrook"
fantasybballbot, , ,False,2018-10-29 05:01:30+00:00,"team with puss n boots, justin riley, david west, chris paul, and Russell westbrook"
NykTerry, , ,False,2018-10-29 04:55:07+00:00,There are 125 players in NBA history that have attempted at least 2500 three-pointers. Russell Westbrook is 124th in three-point percentage.
melloman6,softcate, ,False,2018-10-29 04:38:57+00:00,"@softcate @Ravie_loso I don't  get it, like the Russell  Westbrook  video, of stuff, I Got it."
SSenchou15, , ,False,2018-10-29 04:05:00+00:00,Daily reminder that Russell Westbrook is the best point guard in NBA history
DavidGoCubs,ColinCowherd, ,False,2018-10-29 03:58:37+00:00,@ColinCowherd @TheHerd Steph Curry&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Russell Westbrook. Not even close. No credible argument you could craft the other way.
JackyRaider,julioszn11, ,False,2018-11-05 23:58:05+00:00,"@julioszn11 Start Giannis, Trade harden Cut Westbrick"
_MissRandi, , ,False,2018-11-05 23:43:29+00:00,I can’t relate with not liking Russell Westbrook
BradyDoesSports, ,Oklahoma City,False,2018-11-05 23:33:51+00:00,"Alvin Gentry just said to the media scrum: 

“You guys are so nice! You don’t have any questions? The people here are so nice! The only person who isn’t nice is when we play Russell Westbrook on the floor.”"
garciastash3, , ,False,2018-11-05 23:25:11+00:00,Love how any pg needs a big body screen to score but won't play with a post that can ISO 🤔 lets me know your just here for the stats and ima call you Russell Westbrook cause you will never win.
Edonabendo,dominiquetruth, ,False,2018-11-05 23:21:04+00:00,"@dominiquetruth @UnibetFrance Russell Westbrook
 Fawkes99 - #FreeBetUnibetDom"
MapletoMiller,DraftKings, ,False,2018-11-05 23:08:38+00:00,"11/5/18 #MTM @DraftKings #DFS #NBA ""Plays of the Night""

#CashGames:
Russell Westbrook
Paul George
Andre Drummond
Ricky Rubio
Damyean Dotson
Boban Marjanovic
Bam Adebayo

#GPP:
Anthony Davis
Karl-Anthony Towns
Clint Capela
Kyrie Irving
Tobias Harris
Aaron Gordon
Justice Winslow"
