username,replied_to_username,location,verified,created_at,text
Izaakly, , ,False,2018-01-07 21:44:47+00:00,"#nbavote Lebron James
#nvavote Demarcus Cousins
#nvavote Diamond Joe Ingles
#nbavote Ben Simmons
#nbavote Donovan Mitchell
#nbavote Steve Adams nation
#nvavote Russell Westbrook 
#nbavote Rudy Gobert
#nbavote Anthony Davis
#nvavote Steph Curry"
TheWestbrookEra,LillardHive, ,False,2018-01-07 21:33:45+00:00,@LillardHive MORE MVPS RUSSELL WESTBROOK MVP SEASON LAST YEAR WAS ONE OF THE GREATEST OF ALL TIME AND IT WAS WAY BETTER THAN BOTH OF CURRYS MVPS
Boonkings, , ,False,2018-01-07 21:29:00+00:00,LINK ports below for Russell Westbrook to buy
dkaler_24, , ,False,2018-01-07 21:25:09+00:00,Russell Westbrook #NBAVote
blueoceanmoon7, , ,False,2018-01-07 21:19:02+00:00,Russell Westbrook #NBAVote
LilShortCuz, , ,False,2018-01-07 21:01:04+00:00,I vote for Russell Westbrook to start the NBA All-Star Game. #NBAVote
ShaqIsTrending, , ,False,2018-01-07 20:46:50+00:00,Naruto fights exactly how Russell Westbrook hoops
nsolomon181,NBA, ,False,2018-01-07 20:42:05+00:00,@NBA @NBAAllStar @Twitter Russell Westbrook #NBAVOTE
M4gn3tMgl, , ,False,2018-01-14 23:59:09+00:00,russell westbrook #nbavote
KaialisBennings, , ,False,2018-01-14 23:58:45+00:00,#NBAVote Russell Westbrook #OKC
Dripworthy,JenSelter, ,False,2018-01-14 23:58:04+00:00,@JenSelter Russell Westbrook #NBAVote
3tnasa, , ,False,2018-01-14 23:56:58+00:00,Russell Westbrook #NBAVote
J_Cuub, , ,False,2018-01-14 23:56:34+00:00,Russell Westbrook #nbavote
coachdwood, , ,False,2018-01-14 23:47:04+00:00,Russell Westbrook for all-star game #NBAVote
TheWestbrookEra,thunderszn, ,False,2018-01-14 23:42:19+00:00,"@thunderszn Lets keep it going.
Russell Westbrook #NBAVote"
rgoydish27, , ,False,2018-01-14 23:41:19+00:00,"Russell Westbrook #NBAVote 
Paul George #NBAVote 
Carmelo Anthony #NBAVote 
Steven Adams #NBAVote 

RETWEETS COUNTS AS VOTES"
Alex_Matthew_, , ,False,2018-01-14 23:39:06+00:00,Happy Russell Westbrook day!
YungLackSleep_, , ,False,2018-01-14 23:35:45+00:00,Russell Westbrook #NBAVOTE
RMadridistaR,okcthunder, ,False,2018-01-14 23:31:53+00:00,@okcthunder @Yg_Trece Russell Westbrook #NBAVote
queenkenlee, , ,False,2018-01-14 23:23:10+00:00,my mom told Russell Westbrook “thank you for being loyal” his response was “always” . I love this man.
LhexceLLence_01, , ,False,2018-01-14 23:19:36+00:00,Russell Westbrook #NBAVote
tama51437111, , ,False,2018-01-14 23:18:49+00:00,I’m voting for Russell Westbrook #NBAVote
15Onions, , ,False,2018-01-14 23:14:51+00:00,"LAST DAY TO VOTE FOR NBA ALLSTARS

Russell Westbrook #NBAVote"
THUNDERBOSS35, , ,False,2018-01-14 23:10:50+00:00,Russell Westbrook #NBAVOTE
1Jordan2Murrell, , ,False,2018-01-14 23:03:18+00:00,Russell Westbrook #NBAVote
WJBernitsky, , ,False,2018-01-14 22:59:47+00:00,Russell Westbrook #NBAVote
iam_picci1, , ,False,2018-01-14 22:55:10+00:00,Russell Westbrook #NBAVote
jojohits, , ,False,2018-01-14 22:53:05+00:00,"#NBAVote Damian Lillard
#NBAVote Ben Simmons
#NBAVote Derrick Rose
#NBAVote Giannis Antetokounmpo 
#NBAVote Dwight Howard
#NBAVote Manu Ginobili
#NBAVote Russell Westbrook
#NBAVote Lonzo Ball
#NBAVote Nikola Mirotic
#NBAVote DeMar DeRozan
#NBAVote Kyrie Irving
#NBAVote John Wall"
Zyriox, , ,False,2018-01-14 22:51:13+00:00,#NBAVote RUSSELL WESTBROOK
Luths_91, , ,False,2018-01-14 22:49:26+00:00,"Dwayne wade #NBAVote 
LeBron James #NBAVote

Hassan Whiteside #NBAVote
Kyrie Irving #NBAVote
 
Russell Westbrook #NBAVote 
Paul George #NBAVote"
ms_on_1, , ,False,2018-01-14 22:49:08+00:00,#NBAVOTE Russell Westbrook
Zach_3220, , ,False,2018-01-14 22:48:27+00:00,Russell Westbrook #NBAVote
Boonkings, , ,False,2018-01-14 22:48:00+00:00,How about THESLUMPGOD we are looking for Russell Westbrook to fill this project
JuleneSings, ,Bronx,False,2018-01-14 22:41:35+00:00,Russell Westbrook #NBAVote @
byhypedd, , ,False,2018-01-14 22:40:05+00:00,#NBAVote Russell Westbrook
_julitocarrillo, , ,False,2018-01-14 22:34:04+00:00,#NBAVote Russell Westbrook
KrystaFig,BNBuzz, ,False,2018-01-14 22:30:33+00:00,"So I’m thrilled that @BNBuzz is full of people, but the mass of sports fans wanting an autograph from Russell Westbrook really makes it hard for me to enjoy my trip to the bookstore. The lines are weaving through all the aisles and I can’t look at the books! 😡"
goddesswcurves, , ,False,2018-01-14 22:30:24+00:00,Russell Westbrook 🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽 #NBAVOTE
goddesswcurves, , ,False,2018-01-14 22:29:48+00:00,Russell Westbrook 🙌🏽🙌🏽🙌🏽🙌🏽 #NBAVOTE
goddesswcurves, , ,False,2018-01-14 22:28:45+00:00,We’re playing 🏀 🏀!! Russell Westbrook  #NBAVote
figuinizr, , ,False,2018-01-14 22:26:23+00:00,"Russell Westbrook
#NBAVOTE"
goddesswcurves, , ,False,2018-01-14 22:25:48+00:00,🙌🏽 Russell Westbrook 🙌🏽 #NBAVOTE
goddesswcurves, , ,False,2018-01-14 22:24:55+00:00,Russell Westbrook  #NBAVOTE
goddesswcurves, , ,False,2018-01-14 22:24:17+00:00,Thunder up!! #ThunderNation #nbavote Russell Westbrook
StachAlan, , ,False,2018-01-14 22:21:08+00:00,Russell Westbrook #NBAVote
SkullyKG, , ,False,2018-01-14 22:19:13+00:00,#NBAVote Russell Westbrook Is My Man So I Would Like To See Him In The All Star Game
BranBo_410, , ,False,2018-01-14 22:14:04+00:00,Russell Westbrook #NBAVote
toofamousjp, , ,False,2018-01-14 22:11:27+00:00,Russell Westbrook #NBAVote
Zlatanovic_10, , ,False,2018-01-14 22:10:40+00:00,#NBAVote Russell Westbrook
LukaBateman, , ,False,2018-01-14 22:09:32+00:00,"#NBAVote Russell Westbrook
#NBAVote Paul George
#NBAVote Carmelo Anthony
#NBAVote Steven Adams"
o_zone91,russwest44, ,False,2018-01-14 22:01:16+00:00,Russell Westbrook @russwest44 #NBAVOTE #ThunderUp
egpitts_edna, , ,False,2018-01-14 21:59:43+00:00,Russell Westbrook #NBAVote
GeorgiGVasilev, , ,False,2018-01-14 21:52:15+00:00,#NBAVote Russell Westbrook
Cheche10David, , ,False,2018-01-14 21:52:02+00:00,Russell Westbrook #NBAVote
Pbrown452, , ,False,2018-01-14 21:50:08+00:00,"#NBAVOTE RUSSELL WESTBROOK 
#WHYNOT"
Pbrown452, , ,False,2018-01-14 21:46:07+00:00,"#NBAVOTE RUSSELL WESTBROOK
#NBAVOTE PAUL GEORGE
#NBAVOTE STEVEN ADAMS
#WHYNOT 
#TEAMBLUE THUNDER UP"
Pbrown452, , ,False,2018-01-14 21:44:08+00:00,"#NBAVOTE STEVEN ADAMS
#NBAVOTE CARMELO ANTHONY
#NBAVOTE PAUL GEORGE
#NBAVOTE RUSSELL WESTBROOK"
Pbrown452, , ,False,2018-01-14 21:42:50+00:00,"#NBAVOTE RUSSELL WESTBROOK
#NBAVOTE PAUL GEORGE"
BobbyWareJr, , ,False,2018-01-14 21:42:33+00:00,Russell Westbrook #NBAVote
whynotvino, , ,False,2018-01-14 21:42:28+00:00,Russell Westbrook #NBAVote
BobSupremes, , ,False,2018-01-14 21:42:11+00:00,Russell Westbrook zesty Russell Westbrook #NBAVote
2Cool2Care_doe,Allen_G7, ,False,2018-01-14 21:42:02+00:00,"You would like them two ball hogs...Russ n the beard.. smh..RT @Allen_G7: Russell Westbrook
James Harden
DeMarcus Cousins
Anthony Davis
Kevin Durant
#NBAVote"
BobSupremes, , ,False,2018-01-14 21:42:01+00:00,Russell Westbrook yes #NBAVote
BobSupremes, , ,False,2018-01-14 21:41:46+00:00,Russell Westbrook xylophone #NBAVote
angarag1108, , ,False,2018-01-14 21:41:43+00:00,"Russell Westbrook #NBAVote
Paul George #NBAVote
Carmelo Anthony #NBAVote
Kyrie irving #NBAVote
Gianis Antetokounmpo #NBaVote
Jason Tatum #NBAVote
Devin Booker #NBAVote 
Joel Embiid #NBAVote"
BobSupremes, , ,False,2018-01-14 21:41:35+00:00,Russell Westbrook win #NBAVote
BobSupremes, , ,False,2018-01-14 21:41:25+00:00,Russell Westbrook victory #NBAVote
BobSupremes, , ,False,2018-01-14 21:40:51+00:00,Russell Westbrook today and every day #NBAVote
BobSupremes, , ,False,2018-01-14 21:40:39+00:00,Russell Westbrook star #NBAVote
BobSupremes, , ,False,2018-01-14 21:40:16+00:00,Russell Westbrook quick #NBAVote
okcpaulgeorge, , ,False,2018-01-14 21:40:11+00:00,"#NBAVote
Russell Westbrook 
Damian Lillard
Paul George 
Carmelo Anthony
Steven Adams 
Joel Embiid
Victor Oladipo
Ben Simmons
Enes Kanter
Lebron James"
BobSupremes, , ,False,2018-01-14 21:39:45+00:00,Russell Westbrook paper #NBAVote
BobSupremes, , ,False,2018-01-14 21:38:09+00:00,Russell Westbrook man #NBAVote
Jptrecee, , ,False,2018-01-14 21:37:34+00:00,Russell Westbrook #NBAVote
BobSupremes, , ,False,2018-01-14 21:37:11+00:00,Russell Westbrook kay #NBAVote
Shesamoan_21, ,Phoenix,False,2018-01-14 21:36:50+00:00,Russell Westbrook #NBAVOTE
BobSupremes, , ,False,2018-01-14 21:36:47+00:00,Russell Westbrook Jesus #NBAVote
BobSupremes, , ,False,2018-01-14 21:36:37+00:00,Russell Westbrook I #NBAVote
BobSupremes, , ,False,2018-01-14 21:36:22+00:00,Russell Westbrook go #NBAVote
BobSupremes, , ,False,2018-01-14 21:36:13+00:00,Russell Westbrook favorite #NBAVote
BobSupremes, , ,False,2018-01-14 21:35:57+00:00,Russell Westbrook easy #NBAVote
BobSupremes, , ,False,2018-01-14 21:35:47+00:00,Russell Westbrook dud #NBAVote
derekhein,JBBauersfeld, ,False,2018-01-21 23:47:49+00:00,"@JBBauersfeld Only 14 players have taken 39 shots or more in AN NBA GAME since 1983:

Kobe Bryant
Michael Jordan
Chris Webber
Russell Westbrook
Allen Iverson
Dominique Wilkins
David Robinson
Devin Booker
Zach Randolph
Hakeem Olajuwon
Shaquille O’Neal
Monta Ellis
Dwyane Wade
Dale Ellis"
jaimecharles93, , ,False,2018-01-21 23:27:56+00:00,"Tom Brady has gone to the Super Bowl 47% of his career.

Russell Westbrook’s career FG% is 43.6

Tom Brady is more likely to go to the Super Bowl than Russell Westbrook scoring a basket.

🐐🐐🐐🐐🐐"
Jhickness9, , ,False,2018-01-21 22:57:33+00:00,Good catch by Russell Westbrook
urklespaces, , ,False,2018-01-21 22:57:28+00:00,Dd Westbrook &gt;&gt;&gt;&gt;&gt;&gt; Russell Westbrook
DaiAlreadiKno,Trill__Parcells, ,False,2018-01-21 22:00:59+00:00,@Trill__Parcells My nigga what are you talkin about? Shorty said if D'ANGELO RUSSELL averaged a double double then she'd be impressed. So I had to let HER know that there's only ONE guard in the NBA averaging a double double &amp; that's Russell WESTBROOK. Read before you TALK 🗣
Rogash7,carmeloanthony, ,False,2018-01-21 21:44:03+00:00,@carmeloanthony Melos style &gt; westbrick @aIleSGEben @leon_beckmeier
fantasybballbot, , ,False,2018-01-21 21:30:15+00:00,"team with stephen curry, James Harden, Russell westbrook, Anthony davis, and frank jones"
KingSeda_, , ,False,2018-01-21 21:27:29+00:00,Kyrie Irving is a better pg than Russell Westbrook.
DaiAlreadiKno,ohshePETTY, ,False,2018-01-21 21:06:51+00:00,"@ohshePETTY @Trill__Parcells Russell Westbrook is the ONLY guard in the NBA averaging a double double.. So your expectations are a little shotout. This nigga puttin up all-star numbers, but yet it still ain't enough 💀😂😂😂 that's crazy"
T_AmJay, , ,False,2018-01-21 20:54:02+00:00,A Boogie looks like the love child of Russell Westbrook and Lonzo Ball.
fantasybballbot, , ,False,2018-01-21 20:50:15+00:00,"team with Goku, michael jordan, Russell westbrook, spider-man, and kevin durant"
trob67,officialNix, ,False,2018-01-21 20:28:40+00:00,@officialNix @GottliebShow Russell Westbrook....every night
J_set_22,royceyoung, ,False,2018-01-21 20:07:13+00:00,"@royceyoung So many members of the media say the opposite about Russell Westbrook. Call him a stat chaser, but fail to realize when he fills up the stat sheet the thunder usuallly win. Russell is a winner, and if it weren’t for injuries (13-15 season) he would be a champion."
wutksports, , ,False,2018-01-21 19:59:21+00:00,"Rennia Davis, Evina Westbrook, Meme Jackson, Jaime Nared and Mercedes Russell will start for UT."
TNJNsports, , ,False,2018-01-21 19:57:44+00:00,"No. 6 Lady Vols starters:

G, Fr. Evina Westbrook
G, Jr. Meme Jackson
F. Fr. Rennia Davis
F, Sr. Jaime Nared
C, Sr. Mercedes Russell

No. 3 Miss. St. Starters:

G, R-Sr. Roshunda Johnson
G, Sr. Blair Schaefer
G, Sr. Victoria Vivians
G, Sr. Morgan William
C, Jr. Teaira McCowan"
benmckee14, , ,False,2018-01-21 19:57:44+00:00,"No. 6 Lady Vols starters:

G, Fr. Evina Westbrook
G, Jr. Meme Jackson
F. Fr. Rennia Davis
F, Sr. Jaime Nared
C, Sr. Mercedes Russell

No. 3 Miss. St. Starters:

G, R-Sr. Roshunda Johnson
G, Sr. Blair Schaefer
G, Sr. Victoria Vivians
G, Sr. Morgan William
C, Jr. Teaira McCowan"
TylerWombles, , ,True,2018-01-21 19:53:26+00:00,"#LadyVols starters:
G: Evina Westbrook
G: Meme Jackson
F: Rennia Davis
F: Jaime Nared
C: Mercedes Russell"
UTKBeaconSports, , ,False,2018-01-21 19:53:26+00:00,"#LadyVols starters:
G: Evina Westbrook
G: Meme Jackson
F: Rennia Davis
F: Jaime Nared
C: Mercedes Russell"
lomosports, , ,False,2018-01-21 19:50:39+00:00,"#LadyVols starting 5: 

Mercedes Russell
Jaime Nared
Evina Westbrook
Meme Jackson
Rennia Davis"
stevemegargee, , ,True,2018-01-21 19:50:04+00:00,"Usual starters for #LadyVols: Rennia Davis, Evina Westbrook, Meme Jackson, Jaime Nared, Mercedes Russell #tennessee #vols #sec #missstate"
SDMSportsRadNet, , ,False,2018-01-21 19:50:00+00:00,Russell Westbrook plays for stats only
ctsportseditor, , ,False,2018-01-21 19:48:31+00:00,"Davis, Westbrook, Jackson, Russell, and Nared will start for Tennessee."
kylecohenNBA, , ,False,2018-01-21 19:43:57+00:00,"#stats #Thunder superstar PG-SG Russell Westbrook had 23 pts, 9 reb, 2 stl, 9-17 FG (1-1 3), 5 TOs, 20 assists yesterday."
_EIysian_,N0AH_22, ,False,2018-01-21 19:33:42+00:00,"@N0AH_22 Tell me another team that had James Harden, Russell Westbrook, and Kevin Durant that basically got swept in the finals. Westbrook just stat pads"
celtics_stats, , ,True,2018-01-21 19:30:46+00:00,"Kyrie Irving has recorded his 13th game of 30+ points this season, tied with Stephen Curry and Russell Westbrook for 7th most in the NBA"
OKCobstinacy,royceyoung, ,False,2018-01-21 19:21:18+00:00,"@royceyoung The fact Russell Westbrook has made what was once considered ""video game numbers"" so mundane, is a testament to his absurd abilities."
AndrewProchazka,Kyle_Moreno77, ,False,2018-01-21 19:01:18+00:00,@Kyle_Moreno77 Klay stopping westbrick
SKIPTWEETBOT, , ,False,2018-01-21 18:56:27+00:00,McGregor got big. BUT RUSSELL WESTBROOK IS JUST WEIRD. JR VS LESHANNON. GOING LIVE
shikahgoh, , ,False,2018-01-21 18:42:55+00:00,I dreamt Russell Westbrook was at my house and never left. He helped with laundry too.
chukwu__,faiza_BABY, ,False,2018-01-21 18:39:49+00:00,"@faiza_BABY Loooool, tbf people do say me and Russell Westbrook look alike. But nah you’re sounding extremely lost, Chappelle is top 1 funniest human alive today"
royceyoung, , ,True,2018-01-21 18:32:33+00:00,"And if you genuinely think anything is more important to Russell Westbrook than winning, either this is your first day on Earth or you just don’t like the guy and are fine with being wrong."
connor_skelly_,boatsrevenge, ,False,2018-01-21 18:05:47+00:00,@boatsrevenge @Zellfest @pitchfork I thought this was gonna be russell westbrook with that “wtf face” for a sec hahah
royceyoung, , ,True,2018-01-21 17:51:38+00:00,"Through 46 games, Russell Westbrook is averaging 24.8 ppg, 9.7 rpg and 10.1 apg. Assuming he plays all 82, he needs to average 10.4 rebounds and 9.9 assists in the remaining 36 games to average a triple-double again."
ColoradoURB, , ,True,2018-01-21 17:51:01+00:00,How is it possible Russell Westbrook is 0.3 rebounds away from averaging a triple-double and NO ONE is discussing him as an MVP candidate? He's not even an All-Star starter this season. How? It just makes last year's MVP voting all the more absurd. #NBAAllStar2018
fantasybballbot, , ,False,2018-01-21 17:50:22+00:00,"team with batman, Mr.crabs, Russell westbrook, Dwight Howard, and spider-man"
XtremeLazyBum,houstonguy84, ,False,2018-01-21 17:06:55+00:00,"@houstonguy84 It took me a loooooooooooooooong time before i started accepting Russell Westbrook. I think i'm starting to accept Harden now. Before i thought they were too wild.

On another note: I still don't accept Carmelo Anthony. Overrated most of the time =P"
Boonkings, , ,False,2018-01-21 16:59:01+00:00,Pinned until I know I grind for Russell Westbrook to thank xBFDR for OurRevelations
jeremyjenkins53,NBATV, ,False,2018-01-21 16:53:46+00:00,@NBATV @okcthunder @Yg_Trece @russwest44 @carmeloanthony Russell Westbrook didn't get a triple-double
ProCityHoops, , ,False,2018-01-21 16:42:36+00:00,"Leaders across the NBA yesterday.

Points: 
Kyle Lowry (40)

Rebounds:
JaMychal Green (16)

Russell Westbrook (20)
#NBA"
the3jsmom,Jbrous14, ,False,2018-01-21 16:40:15+00:00,Russ and Draymond RT @Jbrous14: I'm a combination of Chris Paul and Russell Westbrook antics.
Jbrous14, , ,False,2018-01-21 16:37:25+00:00,I'm a combination of Chris Paul and Russell Westbrook antics.
WannaBeCritic88, , ,False,2018-01-21 16:28:58+00:00,"Best Stat Lines of The Night

Kyle Lowry. 40-5-5-L

Russell Westbrook. 23-8-21-W

DeMarcus Cousins. 24-11-5-W

Chris Paul. 33-11-7-W

Joel Embiid. 29-9-3Blk-W

Damian Lillard. 31-5-9-W

#NBA #NBATwitter #Rockets #RipCity #HereTheyCome #ThunderUp #WeTheNorth #DoItBig"
saba12_,JohnWallGOAT,Pembroke Pines,False,2018-01-21 16:20:27+00:00,"@JohnWallGOAT 1. Steph Curry
2. Russell Westbrook 
3. Chris Paul
4. Kyrie Irving 
5. John Wall
6. Damian Lillard
7. Kemba Walker
8. Mike Conley
9. Isaiah Thomas 
10. Goran Dragic (homer pick over Lowry)"
wcmradio, , ,False,2018-01-21 16:13:47+00:00,Lil Dicky - Russell Westbrook On a Farm
jkubatko, , ,True,2018-01-21 16:05:00+00:00,Russell Westbrook and Steve Nash are the only players to have multiple games with at least 20 points and 20 assists over the last 25 seasons. #ThunderUp
nightengalejr,ChasenScott, ,True,2018-01-21 15:50:43+00:00,@ChasenScott Just rinse and repeat all the criticisms for Russell Westbrook last year.
_spiritgun, , ,False,2018-01-21 15:33:25+00:00,"*whispers* Russell Westbrook and James Harden both destroyed the 40 year old record for turnovers in a single season, last year."
Russell_65, , ,False,2018-01-21 15:09:59+00:00,"Top 12 NBA Players:
1. LeBron
2. Kevin Durant
3. Stephen Curry
4. James Harden
5. Giannis
6. Kawhi Leonard 
7. Russell Westbrook
8. Anthony Davis
9. Jimmy Butler
10. Paul George
11. Kyrie Irving
12. Damian Lillard"
